0,0,2
0.00990099,0,2
0.019802,0,2
0.029703,0,2
0.039604,0,2
0.049505,0,2
0.0594059,0,2
0.0693069,0,2
0.0792079,0,2
0.0891089,0,2
0.0990099,0,2
0.108911,0,2
0.118812,0,2
0.128713,0,2
0.138614,0,2
0.148515,0,2
0.158416,0,2
0.168317,0,2
0.178218,0,2
0.188119,0,2
0.19802,0,2
0.207921,0,2
0.217822,0,2
0.227723,0,2
0.237624,0,2
0.247525,0,2
0.257426,0,2
0.267327,0,2
0.277228,0,2
0.287129,0,2
0.29703,0,2
0.306931,0,2
0.316832,0,2
0.326733,0,2
0.336634,0,2
0.346535,0,2
0.356436,0,2
0.366337,0,2
0.376238,0,2
0.386139,0,2
0.39604,0,2
0.405941,0,2
0.415842,0,2
0.425743,0,2
0.435644,0,2
0.445545,0,2
0.455446,0,2
0.465347,0,2
0.475248,0,2
0.485149,0,2
0.49505,0,2
0.50495,0,2
0.514851,0,2
0.524752,0,2
0.534653,0,2
0.544554,0,2
0.554455,0,2
0.564356,0,2
0.574257,0,2
0.584158,0,2
0.594059,0,2
0.60396,0,2
0.613861,0,2
0.623762,0,2
0.633663,0,2
0.643564,0,2
0.653465,0,2
0.663366,0,2
0.673267,0,2
0.683168,0,2
0.693069,0,2
0.70297,0,2
0.712871,0,2
0.722772,0,2
0.732673,0,2
0.742574,0,2
0.752475,0,2
0.762376,0,2
0.772277,0,2
0.782178,0,2
0.792079,0,2
0.80198,0,2
0.811881,0,2
0.821782,0,2
0.831683,0,2
0.841584,0,2
0.851485,0,2
0.861386,0,2
0.871287,0,2
0.881188,0,2
0.891089,0,2
0.90099,0,2
0.910891,0,2
0.920792,0,2
0.930693,0,2
0.940594,0,2
0.950495,0,2
0.960396,0,2
0.970297,0,2
0.980198,0,2
0.990099,0,2
1,0,2
0,0.00990099,2.00193
0.00990099,0.00990099,2.01318
0.019802,0.00990099,2.02014
0.029703,0.00990099,2.02458
0.039604,0.00990099,2.02733
0.049505,0.00990099,2.02887
0.0594059,0.00990099,2.02948
0.0693069,0.00990099,2.02937
0.0792079,0.00990099,2.02869
0.0891089,0.00990099,2.02754
0.0990099,0.00990099,2.02601
0.108911,0.00990099,2.02417
0.118812,0.00990099,2.02209
0.128713,0.00990099,2.0198
0.138614,0.00990099,2.01735
0.148515,0.00990099,2.01477
0.158416,0.00990099,2.01209
0.168317,0.00990099,2.00934
0.178218,0.00990099,2.00653
0.188119,0.00990099,2.00369
0.19802,0.00990099,2.00084
0.207921,0.00990099,1.99797
0.217822,0.00990099,1.99512
0.227723,0.00990099,1.99228
0.237624,0.00990099,1.98946
0.247525,0.00990099,1.98668
0.257426,0.00990099,1.98394
0.267327,0.00990099,1.98123
0.277228,0.00990099,1.97858
0.287129,0.00990099,1.97597
0.29703,0.00990099,1.97342
0.306931,0.00990099,1.97092
0.316832,0.00990099,1.96848
0.326733,0.00990099,1.96609
0.336634,0.00990099,1.96376
0.346535,0.00990099,1.96148
0.356436,0.00990099,1.95926
0.366337,0.00990099,1.9571
0.376238,0.00990099,1.95499
0.386139,0.00990099,1.95293
0.39604,0.00990099,1.95093
0.405941,0.00990099,1.94898
0.415842,0.00990099,1.94709
0.425743,0.00990099,1.94524
0.435644,0.00990099,1.94345
0.445545,0.00990099,1.9417
0.455446,0.00990099,1.94001
0.465347,0.00990099,1.93836
0.475248,0.00990099,1.93677
0.485149,0.00990099,1.93522
0.49505,0.00990099,1.93373
0.50495,0.00990099,1.93228
0.514851,0.00990099,1.93089
0.524752,0.00990099,1.92955
0.534653,0.00990099,1.92826
0.544554,0.00990099,1.92702
0.554455,0.00990099,1.92584
0.564356,0.00990099,1.92472
0.574257,0.00990099,1.92365
0.584158,0.00990099,1.92265
0.594059,0.00990099,1.92171
0.60396,0.00990099,1.92083
0.613861,0.00990099,1.92003
0.623762,0.00990099,1.91929
0.633663,0.00990099,1.91863
0.643564,0.00990099,1.91805
0.653465,0.00990099,1.91754
0.663366,0.00990099,1.91712
0.673267,0.00990099,1.91679
0.683168,0.00990099,1.91654
0.693069,0.00990099,1.91639
0.70297,0.00990099,1.91634
0.712871,0.00990099,1.91638
0.722772,0.00990099,1.91653
0.732673,0.00990099,1.91679
0.742574,0.00990099,1.91716
0.752475,0.00990099,1.91765
0.762376,0.00990099,1.91826
0.772277,0.00990099,1.91899
0.782178,0.00990099,1.91985
0.792079,0.00990099,1.92085
0.80198,0.00990099,1.92198
0.811881,0.00990099,1.92326
0.821782,0.00990099,1.92468
0.831683,0.00990099,1.92627
0.841584,0.00990099,1.92802
0.851485,0.00990099,1.92994
0.861386,0.00990099,1.93205
0.871287,0.00990099,1.93435
0.881188,0.00990099,1.93686
0.891089,0.00990099,1.93959
0.90099,0.00990099,1.94257
0.910891,0.00990099,1.94582
0.920792,0.00990099,1.94937
0.930693,0.00990099,1.95327
0.940594,0.00990099,1.95756
0.950495,0.00990099,1.96231
0.960396,0.00990099,1.96764
0.970297,0.00990099,1.97369
0.980198,0.00990099,1.98071
0.990099,0.00990099,1.98916
1,0.00990099,2
0,0.019802,2.00773
0.00990099,0.019802,2.02583
0.019802,0.019802,2.03801
0.029703,0.019802,2.04607
0.039604,0.019802,2.05114
0.049505,0.019802,2.05395
0.0594059,0.019802,2.05501
0.0693069,0.019802,2.05469
0.0792079,0.019802,2.05326
0.0891089,0.019802,2.05092
0.0990099,0.019802,2.04785
0.108911,0.019802,2.04418
0.118812,0.019802,2.04002
0.128713,0.019802,2.03546
0.138614,0.019802,2.0306
0.148515,0.019802,2.02548
0.158416,0.019802,2.02018
0.168317,0.019802,2.01473
0.178218,0.019802,2.00919
0.188119,0.019802,2.00358
0.19802,0.019802,1.99794
0.207921,0.019802,1.9923
0.217822,0.019802,1.98667
0.227723,0.019802,1.98109
0.237624,0.019802,1.97555
0.247525,0.019802,1.97009
0.257426,0.019802,1.96471
0.267327,0.019802,1.95941
0.277228,0.019802,1.95421
0.287129,0.019802,1.94911
0.29703,0.019802,1.94413
0.306931,0.019802,1.93925
0.316832,0.019802,1.93448
0.326733,0.019802,1.92983
0.336634,0.019802,1.92529
0.346535,0.019802,1.92087
0.356436,0.019802,1.91657
0.366337,0.019802,1.91237
0.376238,0.019802,1.90829
0.386139,0.019802,1.90432
0.39604,0.019802,1.90046
0.405941,0.019802,1.8967
0.415842,0.019802,1.89306
0.425743,0.019802,1.88951
0.435644,0.019802,1.88607
0.445545,0.019802,1.88273
0.455446,0.019802,1.87949
0.465347,0.019802,1.87635
0.475248,0.019802,1.8733
0.485149,0.019802,1.87036
0.49505,0.019802,1.86752
0.50495,0.019802,1.86478
0.514851,0.019802,1.86214
0.524752,0.019802,1.8596
0.534653,0.019802,1.85717
0.544554,0.019802,1.85484
0.554455,0.019802,1.85263
0.564356,0.019802,1.85053
0.574257,0.019802,1.84854
0.584158,0.019802,1.84668
0.594059,0.019802,1.84494
0.60396,0.019802,1.84333
0.613861,0.019802,1.84186
0.623762,0.019802,1.84053
0.633663,0.019802,1.83934
0.643564,0.019802,1.8383
0.653465,0.019802,1.83743
0.663366,0.019802,1.83671
0.673267,0.019802,1.83617
0.683168,0.019802,1.8358
0.693069,0.019802,1.83562
0.70297,0.019802,1.83563
0.712871,0.019802,1.83584
0.722772,0.019802,1.83625
