0; 0.99518
1; 0.990382
2; 0.984648
3; 0.977988
4; 0.971576
5; 0.966732
6; 0.960808
7; 0.955477
8; 0.950545
9; 0.944316
10; 0.939821
11; 0.934958
12; 0.929354
13; 0.92431
14; 0.919878
15; 0.914991
16; 0.909681
17; 0.904807
18; 0.900543
19; 0.895999
20; 0.891195
21; 0.886154
22; 0.881683
23; 0.877548
24; 0.873242
25; 0.868778
26; 0.864169
27; 0.859431
28; 0.855348
29; 0.851368
30; 0.847285
31; 0.843108
32; 0.838845
33; 0.834504
34; 0.830092
35; 0.826265
36; 0.822474
37; 0.818623
38; 0.814717
39; 0.81076
40; 0.806758
41; 0.802715
42; 0.798636
43; 0.794898
44; 0.791321
45; 0.787709
46; 0.784066
47; 0.780395
48; 0.776699
49; 0.77298
50; 0.769241
51; 0.765484
52; 0.761713
53; 0.75833
54; 0.75496
55; 0.751573
56; 0.748171
57; 0.744757
58; 0.741331
59; 0.737895
60; 0.734451
61; 0.731001
62; 0.727545
63; 0.724084
64; 0.720753
65; 0.717613
66; 0.714466
67; 0.711314
68; 0.708157
69; 0.704997
70; 0.701834
71; 0.698669
72; 0.695504
73; 0.692339
74; 0.689174
75; 0.686011
76; 0.682851
77; 0.679693
78; 0.676715
79; 0.673807
80; 0.670899
81; 0.667993
82; 0.665088
83; 0.662184
84; 0.659284
85; 0.656386
86; 0.653491
87; 0.650601
88; 0.647715
89; 0.644834
90; 0.641958
91; 0.639087
92; 0.636223
93; 0.633364
94; 0.630589
95; 0.627924
96; 0.625264
97; 0.622608
98; 0.619956
99; 0.61731
100; 0.614668
101; 0.612032
102; 0.609401
103; 0.606777
104; 0.604158
105; 0.601546
106; 0.59894
107; 0.596342
108; 0.59375
109; 0.591165
110; 0.588588
111; 0.586018
112; 0.583456
113; 0.580902
114; 0.578474
115; 0.576066
116; 0.573664
117; 0.571269
118; 0.56888
119; 0.566497
120; 0.564121
121; 0.561751
122; 0.559388
123; 0.557033
124; 0.554684
125; 0.552342
126; 0.550008
127; 0.547681
128; 0.545361
129; 0.543049
130; 0.540745
131; 0.538448
132; 0.536159
133; 0.533878
134; 0.531605
135; 0.52934
136; 0.527083
137; 0.524861
138; 0.522714
